x0	y0	x1	y1
-16.858	252.481	54.027	255.42
159.663	196.414	174.622	192.124
337.798	378.457	345.403	372.084
128.512	345.317	149.272	340.684
47.71	147.521	57.444	149.186
144.573	141.946	155.017	109.416
234.077	331.531	271.059	331.296
153.347	187.052	158.716	174.421
228.324	111.626	323.378	141.076
257.892	39.491	293.639	38.756
211.681	21.112	232.239	30.808
152.429	266.7	191.27	284.866
162.931	266.441	199.245	267.999
120.973	366.963	124.182	356.674
225.276	119.33	237.408	122.025
339.36	373.985	388.936	372.262
52.266	82.518	61.817	79.069
165.625	320.961	166.413	312.942
81.286	120	87.455	59.704
117.671	2.678	225.329	21.927
41.519	344.749	64.633	344.878
177.418	262.927	190.659	285.159
367.22	375.331	387.145	378.329
294.473	273.139	315.106	267.544
370.791	326.902	375.537	347.594
182.479	142.85	194.064	146.666
239.736	145.233	243.135	168.66
188.455	228.905	199.537	225.245
43.016	23.423	44.029	52.698
97.805	66.626	100.377	88.401
197.863	234.831	200.949	235.622
148.715	296.791	149.578	304.413
327.614	353.926	420.139	339.865
202.771	151.178	216.418	146.259
123.766	298.004	129.949	341.048
109.577	23.563	112.796	23.088
311.002	248.772	319.03	249.977
273.25	146.966	288.72	138.347
54.666	237.627	77.356	232.715
24.722	347.598	26.844	383.43
297.002	80.976	306.762	78.577
244.76	157.673	251.568	137.594
54.098	268.769	81.563	268.357
20.403	319.992	29.369	294.524
42.516	213.644	44.707	204.154
147.088	338.751	158.285	323.709
66.701	210.598	68.747	211.079
104.039	207.403	134.883	194.001
68.924	167.778	84.844	168.201
101.541	177.36	104.195	112.479
65.45	46.871	79.535	51.872
189.545	112.615	192.306	125.915
295.773	105.696	320.817	115.645
3.548	306.12	18.682	310.061
210.456	317.878	211.392	304.667
344.253	59.058	360.002	55.971
142.664	207.614	155.787	204.807
13.919	236.223	24.448	241.57
55.24	215.68	55.663	188.995
121.897	154.519	135.297	154.361
50.465	171.111	73.4	169.768
46.194	7.379	59.589	2.029
77.056	366.011	99.988	369.455
60.247	22.225	120.857	41.327
2.515	192.896	102.618	213.003
384.336	330.894	400.915	325.244
128.612	239.311	132.999	239.405
184.338	174.795	221.214	164.528
239.887	220.877	305.267	226.571
34.46	312.996	44.875	318.28
45.135	56.573	49.987	77.6
-5.04	355.663	45.391	420.698
320.917	188.519	422.486	190.283
256.3	384.545	282.669	359.249
33.896	360.246	41.99	360.505
192.823	300.046	201.254	300.66
178.523	286.723	190.719	254.532
139.92	263.085	160.253	255.326
395.754	24.876	397.126	33.722
37.201	149.975	103.879	188.871
312.652	215.4	338.096	209.26
22.91	392.823	31.847	361.34
158.921	275.074	161.439	294.706
54.436	281.921	58.48	297.672
62.942	187.087	91.706	189.016
327.243	51.972	345.838	44.254
278.684	294.732	297.248	331.746
83.041	180.699	130.728	169.827
195.687	155.283	200.314	189.882
22.075	12.188	44.416	9.81
115.304	57.034	167.803	60.215
377.107	172.707	398.26	165.369
222.319	283.369	277.452	330.341
250.531	4.806	281.164	-0.993
104.632	218.084	145.36	264.793
140.328	355.605	184.224	368.857
397.703	279.999	399.159	285.331
330.685	103.798	353.381	106.231
374.379	336.999	388.46	343.862
304.022	136.908	345.822	129.976
295.638	225.927	330.108	236.701
99.801	146.069	114.502	200.149
302.311	7.894	307.41	33.382
385.92	285.992	403.129	297.851
111.346	233.287	123.538	205.249
159.026	316.313	160.455	284.664
321.331	19.917	328.375	20.7
30.809	284.9	30.912	287.073
143.146	100.363	147.812	137.792
170.426	92.364	183.648	134.418
48.918	332.683	76.454	331.219
217.956	50.196	247.808	18.92
386.538	18.011	389.592	16.115
390.146	149.792	401.454	129.201
61.643	230.237	79.519	203.632
208.351	248.035	225.353	239.534
153.205	98.82	154.238	118.277
256.902	82.095	284.03	82.089
74.086	147.855	141.349	157.45
185.648	189.317	189.753	188.73
57.959	382.051	79.481	286.363
141.441	43.844	153.911	53.333
275.221	269.402	305.103	271.245
166.286	189.832	222.633	207.517
13.5	361.948	37.542	359.843
291.916	218.205	335.721	222.806
162.382	62.904	172.276	39.947
382.443	167.914	402.371	185.694
96.012	86.662	130.295	67.177
322.144	182.015	356.162	165.905
17.833	91.637	47.958	88.469
351.586	364.079	357.581	404.798
137.663	192.087	239.881	166.655
13.256	263.49	74.024	358.226
130.339	61.586	136.284	64.99
324.459	311.677	345.475	381.77
110.476	73.971	111.004	90.946
218.414	74.223	251.214	68.137
271.899	43.415	397.487	88.498
27.195	223.04	29.728	229.175
280.067	284.551	282.156	297.194
275.3	351.531	283.759	349.204
185.133	277.95	186.037	288.79
172.208	197.71	177.337	184.26
224.3	314.732	225.442	341.492
369.36	6.621	373.427	6.669
84.544	399.76	99.829	397.129
83.552	255.292	93.899	252.624
165.757	171.843	170.416	170.938
123.73	8.303	143.087	14.411
345.897	344.377	345.949	258.29
61.254	85.871	80.501	81.036
195.678	388.226	198.977	411.338
168.535	351.499	175.236	374.3
208.367	284.327	243.044	285.645
247.797	291.691	277.133	293.055
380.077	185.696	402.766	192.294
89.542	332.008	96.187	358
83.162	67.697	109.488	64.635
313.388	247.601	324.08	248.741
315.429	117.235	349.908	116.63
40.695	190.984	50.111	173.929
371.812	23.061	398.838	13.45
53.695	72.987	64.163	69.143
52.7	47.28	62.202	-0.935
360.569	376.008	379.615	379.52
182.018	108.306	223.61	165.888
48.379	200.724	75.502	213.637
133.299	232.025	145.342	268.172
253.78	88.687	274.077	101.125
118.555	216.638	130.862	196.261
122.224	314.998	159.035	330.235
48.626	143.369	69.65	135.243
